Root,Serial,Word,Guideword,Level,part_of_speech,Topic
-,000000,get the picture,IDIOM,C2,phrase,-
-,000000,get through sth ,FINISH,C2,phrasal verb,-
-,000000,get to sb,-,C2,phrasal verb,people: personality
-,000000,get up to sth ,-,C2,phrasal verb,people: actions
-,000000,giant,ORGANIZATION,C2,noun,work
-,000000,giggle,-,C2,verb,people: actions
-,000000,give rise to sth,-,C2,phrase,-
-,000000,give vent to,-,C2,phrase,-
-,000000,give way,-,C2,phrase,-
-,000000,give way to sth,-,C2,phrase,-
-,000000,give sb a hard time,-,C2,phrase,-
-,000000,glare,LIGHT,C2,noun,-
-,000000,glare,LOOK,C2,noun,-
-,000000,glare,-,C2,verb,people: actions
-,000000,the globe,-,C2,phrase,-
-,000000,glow,LIGHT,C2,noun,-
-,000000,glow,SKIN,C2,noun,-
-,000000,glow,-,C2,verb,-
-,000000,glow,-,C2,verb,-
-,000000,"glow with happiness/pride,etc.",-,C2,phrase,-
-,000000,glue,-,C2,noun,-
-,000000,glue,STICK,C2,verb,-
-,000000,be glued to sth,-,C2,phrasal verb,-
-,000000,go,SOUND/MOVEMENT,C2,verb,-
-,000000,go,WORKING,C2,verb,technology
-,000000,go downhill,IDIOM,C2,phrase,-
-,000000,to go,-,C2,phrase,-
-,000000,go overboard,-,C2,phrase,-
-,000000,go out of your way to do sth,-,C2,phrase,-
-,000000,go so far as to do sth,-,C2,phrase,-
-,000000,go through the motions,IDIOM,C2,phrase,-
-,000000,go too far,-,C2,phrase,-
-,000000,go with the flow,IDIOM,C2,phrase,-
-,000000,go against the grain,IDIOM,C2,phrase,-
-,000000,go through the roof,IDIOM,C2,phrase,-
-,000000,be still going strong,-,C2,phrase,-
-,000000,go by,MOVE PAST,C2,phrasal verb,-
-,000000,go down,BE CONSIDERED,C2,phrasal verb,-
-,000000,go into sth,DESCRIBE,C2,phrasal verb,communication
-,000000,go on,TALK FOR A LONG TIME,C2,phrasal verb,communication
-,000000,go through with sth,-,C2,phrasal verb,-
-,000000,go up,EXPLODE,C2,phrasal verb,-
-,000000,go without (sth),-,C2,phrasal verb,-
-,000000,make a go of sth,-,C2,phrase,-
-,000000,touch and go,IDIOM,C2,phrase,-
-,000000,"a good 20 minutes/30 miles, etc.",-,C2,phrase,-
-,000000,it's a good job,-,C2,phrase,communication
-,000000,be in good taste,-,C2,phrase,-
-,000000,so far so good,-,C2,phrase,-
-,000000,do sb a/the world of good,-,C2,phrase,-
-,000000,good,MORALLY RIGHT,C2,noun,-
-,000000,goodness,-,C2,noun,-
-,000000,grace,POLITENESS,C2,noun,-
-,000000,grace,-,C2,verb,-
-,000000,graceful,POLITE,C2,adjective,people: personality
-,000000,grain,SEED,C2,noun,food and drink
-,000000,grain,PIECE,C2,noun,-
-,000000,grain,QUALITY,C2,noun,-
-,000000,go against the grain,IDIOM,C2,phrase,-
-,000000,grammatical,-,C2,adjective,communication
-,000000,grasp the nettle,IDIOM,C2,phrase,-
-,000000,grasp at sth,-,C2,phrasal verb,people: actions
-,000000,grasp,UNDERSTAND,C2,noun,-
-,000000,grasp,HOLD,C2,noun,-
-,000000,grasp,ACHIEVE,C2,noun,-
-,000000,(be) green with envy,-,C2,phrase,-
-,000000,greet,REACT,C2,verb,-
-,000000,grim,BAD,C2,adjective,-
-,000000,grim,SERIOUS,C2,adjective,people: personality
-,000000,grim,UNPLEASANT,C2,adjective,describing things
-,000000,grin and bear it,-,C2,phrase,-
-,000000,grin,SMILE,C2,verb,people: actions
-,000000,grin,-,C2,noun,-
-,000000,grip,EMOTION,C2,verb,-
-,000000,grip,INTEREST,C2,verb,-
-,000000,come/get to grips with sth,IDIOM,C2,phrase,-
-,000000,groan,-,C2,verb,communication
-,000000,groan,-,C2,noun,communication
-,000000,stand your ground,IDIOM,C2,phrase,-
-,000000,break new ground,IDIOM,C2,phrase,-
-,000000,find common ground,IDIOM,C2,phrase,-
-,000000,grounds,REASON,C2,noun,-
-,000000,grounds,LAND,C2,noun,-
-,000000,guarantee,PROMISE,C2,noun,-
-,000000,catch sb off guard,IDIOM,C2,phrase,-
-,000000,be on (your) guard,IDIOM,C2,phrase,-
-,000000,let your guard down,IDIOM,C2,phrase,-
-,000000,an educated guess,-,C2,phrase,-
-,000000,gulf,-,C2,noun,-
-,000000,guts,ORGANS,C2,noun,-
-,000000,hail,-,C2,noun,natural world
-,000000,hail,CALL,C2,verb,-
-,000000,hail,ICE,C2,verb,natural world
-,000000,hail sb/sth as sth,-,C2,phrasal verb,-
-,000000,let your hair down,IDIOM,C2,phrase,-
-,000000,with your bare hands,-,C2,phrase,-
-,000000,on hand or to hand,-,C2,phrase,-
-,000000,at the hands of sb,-,C2,phrase,-
-,000000,get/lay your hands on sth,-,C2,phrase,-
-,000000,in hand,-,C2,phrase,-
-,000000,get/gain the upper hand,IDIOM,C2,phrase,-
-,000000,get out of hand,IDIOM,C2,phrase,-
-,000000,have your hands full,IDIOM,C2,phrase,-
-,000000,a free hand,IDIOM,C2,phrase,-
-,000000,take the law into your own hands,-,C2,phrase,-
-,000000,you have to hand it to sb,-,C2,phrase,-
-,000000,hand sth down or hand down sth,-,C2,phrasal verb,-
-,000000,handle,TOUCH,C2,verb,-
-,000000,"a handsome profit/sum, etc.",-,C2,phrase,-
-,000000,handy,USEFUL,C2,adjective,-
-,000000,come in handy,-,C2,phrase,-
-,000000,handy,NEAR,C2,adjective,-
-,000000,hang,IN AIR,C2,verb,-
-,000000,get the hang of sth,IDIOM,C2,phrase,-
-,000000,be hard on sb,-,C2,phrase,-
-,000000,do/learn sth the hard way,-,C2,phrase,-
-,000000,give sb a hard time,-,C2,phrase,-
-,000000,harmless,NOT UPSETTING,C2,adjective,-
-,000000,harmony,MUSIC,C2,noun,arts and media
-,000000,harshly,-,C2,adverb,-
-,000000,haul,AMOUNT,C2,noun,-
-,000000,haul,-,C2,verb,people: actions
-,000000,have (got) to do/be sth,-,C2,phrase,-
-,000000,have sb do sth,-,C2,phrase,-
-,000000,have it in for sb,-,C2,phrase,-
-,000000,not have the faintest idea,-,C2,phrase,-
-,000000,hazardous,-,C2,adjective,-
-,000000,keep a cool head,IDIOM,C2,phrase,-
-,000000,keep your head above water,IDIOM,C2,phrase,-
-,000000,"laugh/shout/scream, etc. your head off",-,C2,phrase,-
-,000000,head,FRONT/TOP,C2,noun,-
-,000000,a roof over your head,-,C2,phrase,-
-,000000,head off ,-,C2,phrasal verb,-
-,000000,healthy,SUCCESSFUL,C2,adjective,-
-,000000,heap,PILE,C2,noun,-
-,000000,heaps of sth,-,C2,phrase,-
-,000000,at heart,-,C2,phrase,-
-,000000,take sth to heart,IDIOM,C2,phrase,-
-,000000,open your heart,IDIOM,C2,phrase,-
-,000000,lose heart,IDIOM,C2,phrase,-
-,000000,dear to sb/sb's heart,-,C2,phrase,-
-,000000,a change of heart,IDIOM,C2,phrase,-
-,000000,heavy,FORCE,C2,adjective,-
-,000000,the height of sth,-,C2,phrase,-
-,000000,heir,-,C2,noun,-
-,000000,a/one hell of a,-,C2,phrase,-
-,000000,like hell,-,C2,phrase,-
-,000000,heritage,-,C2,noun,-
-,000000,hesitation,-,C2,noun,-
-,000000,hierarchical,-,C2,adjective,describing things
-,000000,hierarchy,-,C2,noun,-
-,000000,high,DRUGS,C2,adjective,-
-,000000,high-profile,-,C2,adjective,-
-,000000,to speak/think highly of sb/sth,-,C2,phrase,-
-,000000,hinder,-,C2,verb,-
-,000000,a hint of sth,-,C2,phrase,-
-,000000,hit,THINK,C2,verb,-
-,000000,hit the roof,IDIOM,C2,phrase,-
-,000000,hold your breath,IDIOM,C2,phrase,-
-,000000,hold your own,IDIOM,C2,phrase,-
-,000000,not hold water,IDIOM,C2,phrase,-
-,000000,hold sth against sb,-,C2,phrasal verb,-
-,000000,hold sb/sth back,PREVENT PROGRESS,C2,phrasal verb,-
-,000000,hold back sth or hold sth back,EMOTION,C2,phrasal verb,-
-,000000,hold down a job,-,C2,phrasal verb,work
-,000000,hold off (sth/doing sth),-,C2,phrasal verb,-
-,000000,hold onto sth/sb,-,C2,phrasal verb,-
-,000000,hold out hope,-,C2,phrasal verb,-
-,000000,a hold on/over sth/sb,-,C2,phrase,-
-,000000,hollow,NOTHING INSIDE,C2,adjective,-
-,000000,ring hollow,-,C2,phrase,communication
-,000000,hollow,WITHOUT MEANING,C2,adjective,-
-,000000,a broken home,-,C2,phrase,relationships
-,000000,homelessness,-,C2,noun,-
-,000000,in all honesty,-,C2,phrase,communication
-,000000,hop,ANIMAL,C2,verb,-
-,000000,hop,ONE FOOT,C2,verb,-
-,000000,sb's best/last/only hope,-,C2,phrase,-
-,000000,hold out hope,-,C2,phrasal verb,-
-,000000,hopeful,GOOD THING WILL HAPPEN,C2,adjective,-
-,000000,hopelessly,-,C2,adverb,-
-,000000,horizon,-,C2,noun,-
-,000000,horn,MUSIC,C2,noun,-
-,000000,horrified,-,C2,adjective,-
-,000000,horrifying,-,C2,adjective,-
-,000000,host,TELEVISION,C2,noun,-
-,000000,hostage,PERSON,C2,noun,-
-,000000,take/hold sb hostage,-,C2,phrase,-
-,000000,hostility,-,C2,noun,people: personality
-,000000,the early/small hours,-,C2,phrase,-
-,000000,house,THEATRE,C2,noun,arts and media
-,000000,house,PROVIDE SPACE,C2,verb,-
-,000000,house,GIVE HOME,C2,verb,-
-,000000,"How strange/stupid/weird, etc. is that?",-,C2,phrase,communication
-,000000,however,-,C2,conjunction,-
-,000000,hum,-,C2,verb,-
-,000000,be only human,-,C2,phrase,people: personality
-,000000,humanitarian,-,C2,adjective,-
-,000000,humanity,KINDNESS,C2,noun,people: personality
-,000000,humanity,BEING HUMAN,C2,noun,-
-,000000,humble,NOT PROUD,C2,adjective,people: personality
-,000000,humble,POOR,C2,adjective,-
-,000000,in my humble opinion,-,C2,phrase,-
-,000000,humiliating,-,C2,adjective,-
-,000000,humiliated,-,C2,adjective,-
-,000000,humility,-,C2,noun,people: personality
-,000000,humour,MOOD,C2,noun,people: personality
-,000000,be hungry for sth,-,C2,phrase,-
-,000000,hygienic,-,C2,adjective,-
-,000000,hypocrisy,-,C2,noun,people: personality
-,000000,hypocritical,-,C2,adjective,people: personality
-,000000,hypothesis,-,C2,noun,-
-,000000,be the tip of the iceberg,IDIOM,C2,phrase,-
-,000000,icily,-,C2,adverb,people: personality
-,000000,the idea of sth,-,C2,phrase,-
-,000000,not have the faintest idea,-,C2,phrase,-
-,000000,idle,LAZY,C2,adjective,people: personality
-,000000,idle,NOT SERIOUS,C2,adjective,-
-,000000,idol,GOD,C2,noun,-
-,000000,ignorance,-,C2,noun,people: personality
-,000000,ignorant,-,C2,adjective,-
-,000000,illiterate,-,C2,adjective,-
-,000000,illusion,FALSE IDEA,C2,noun,-
-,000000,illusion,DIFFERENT,C2,noun,-
-,000000,illustration,EXPLAIN,C2,noun,-
-,000000,image,IDEA,C2,noun,-
-,000000,fire sb's imagination,-,C2,phrase,-
-,000000,imitation,-,C2,noun,-
-,000000,immature,-,C2,adjective,people: personality
-,000000,imminent,-,C2,adjective,-
-,000000,immortal,LIFE,C2,adjective,-
-,000000,immune,-,C2,adjective,people: personality
-,000000,immortal,MEMORY,C2,adjective,-
-,000000,immune system,-,C2,noun,body and health
-,000000,impact,HITTING,C2,noun,-
-,000000,impatience,-,C2,noun,people: personality
-,000000,imperative,-,C2,adjective,-
-,000000,implementation,-,C2,noun,-
-,000000,implication,SUGGESTION,C2,noun,communication
-,000000,implication,INVOLVEMENT,C2,noun,-
-,000000,implicit,-,C2,adjective,communication
-,000000,imply,NOT DIRECT,C2,verb,communication
-,000000,imply,MUST BE TRUE,C2,verb,-
-,000000,as the/its name implies,-,C2,phrase,-
-,000000,import,ACTIVITY,C2,noun,work
-,000000,impossibility,-,C2,noun,-
-,000000,impossible,DIFFICULT,C2,adjective,-
-,000000,imprisonment,-,C2,noun,crime
-,000000,impulse,FEELING,C2,noun,-
-,000000,on impulse,-,C2,phrase,-
-,000000,impulsive,-,C2,adjective,people: personality
-,000000,in,CAUSE,C2,preposition,-
-,000000,in the dark,IDIOM,C2,phrase,-
-,000000,in anticipation (of),-,C2,phrase,-
-,000000,in attendance,-,C2,phrase,-
-,000000,be in awe of sb,-,C2,phrase,-
-,000000,in the blink of an eye,IDIOM,C2,phrase,-
-,000000,in cold blood,IDIOM,C2,phrase,people: personality
-,000000,be in the same boat,IDIOM,C2,phrase,-
-,000000,in the clear,-,C2,phrase,-
-,000000,in confidence,-,C2,phrase,-
-,000000,in conjunction with sth/sb,-,C2,phrase,-
-,000000,in the name of sth,-,C2,phrase,-
-,000000,in the vicinity (of sth),-,C2,phrase,-
-,000000,in a big way,-,C2,phrase,-
-,000000,in all likelihood,-,C2,phrase,-
-,000000,in sb's words,-,C2,phrase,-
-,000000,be in line with sth,-,C2,phrase,-
-,000000,in memory of sb,-,C2,phrase,-
-,000000,in your mind's eye,-,C2,phrase,-
-,000000,in miniature,-,C2,phrase,-
-,000000,be in the mood for sth/to do sth,-,C2,phrase,-
-,000000,in effect,-,C2,phrase,-
-,000000,in essence,-,C2,phrase,-
-,000000,in the face of sth,IDIOM,C2,phrase,-
-,000000,in a flash,-,C2,phrase,-
-,000000,in favour of sb/sth,-,C2,phrase,-
-,000000,in hand,-,C2,phrase,-
-,000000,in all honesty,-,C2,phrase,communication
-,000000,in my humble opinion,-,C2,phrase,-
-,000000,in its infancy,-,C2,phrase,-
-,000000,in the interest(s) of sth,-,C2,phrase,-
-,000000,in isolation,-,C2,phrase,-
-,000000,in perspective,-,C2,phrase,-
-,000000,in part,-,C2,phrase,-
-,000000,in principle,-,C2,phrase,-
-,000000,in place,-,C2,phrase,-
-,000000,in place,-,C2,phrase,-
-,000000,in the process,-,C2,phrase,-
-,000000,in all probability,-,C2,phrase,-
-,000000,be in the process of doing sth,-,C2,phrase,-
-,000000,in proportion to,-,C2,phrase,-
-,000000,in the red,-,C2,phrase,-
-,000000,sb/sth in question,-,C2,phrase,-
-,000000,in retrospect,-,C2,phrase,-
-,000000,in a rut,IDIOM,C2,phrase,-
-,000000,be in good taste,-,C2,phrase,-
-,000000,in no uncertain terms,-,C2,phrase,communication
-,000000,be in bad/poor taste,-,C2,phrase,-
-,000000,be in tune with sb/sth,-,C2,phrase,-
-,000000,in that,-,C2,phrase,-
-,000000,the ins and outs of sth,IDIOM,C2,phrase,-
-,000000,be in for sth,-,C2,phrase,-
-,000000,incentive,-,C2,noun,-
-,000000,inclination,-,C2,noun,-
-,000000,inclined to do sth,-,C2,phrase,people: personality
-,000000,inclined to do sth,-,C2,phrase,-
-,000000,"artistically/technically, etc. inclined",-,C2,phrase,people: personality
-,000000,inconceivable,-,C2,adjective,-
-,000000,inconsiderate,-,C2,adjective,people: personality
-,000000,incorporate,-,C2,verb,-
-,000000,incur,-,C2,verb,-
-,000000,incurable,-,C2,adjective,body and health
-,000000,indeed,MORE,C2,adverb,-
-,000000,indefinitely,-,C2,adverb,-
-,000000,indication,INTENTION,C2,noun,-
-,000000,indicator,-,C2,noun,-
-,000000,indifference,-,C2,noun,-
-,000000,indifferent,-,C2,adjective,-
-,000000,indirect,NOT OBVIOUS,C2,adjective,-
-,000000,indispensable,-,C2,adjective,-
-,000000,indisputable,-,C2,adjective,-
-,000000,individuality,-,C2,noun,-
-,000000,individual,SPECIAL,C2,noun,-
-,000000,indulge,YOURSELF,C2,verb,-
-,000000,indulge,SOMEONE ELSE,C2,verb,-
-,000000,industrious,-,C2,adjective,people: personality
-,000000,inequality,-,C2,noun,-
-,000000,inexplicable,-,C2,adjective,-
-,000000,infancy,-,C2,noun,-
-,000000,in its infancy,-,C2,phrase,-
-,000000,infant,-,C2,noun,-
-,000000,infect,PLACE/SUBSTANCE,C2,verb,body and health
-,000000,infectious,LAUGH,C2,adjective,-
-,000000,infectious,DISEASE,C2,adjective,-
-,000000,infer,-,C2,verb,-
-,000000,inferior,-,C2,noun,-
-,000000,inferiority,-,C2,noun,-
-,000000,infinite,-,C2,adjective,-
-,000000,infinitely,-,C2,adverb,-
-,000000,influx,-,C2,noun,-
-,000000,inhabit,-,C2,verb,-
-,000000,inherent,-,C2,adjective,-
-,000000,inherit,FROM DEAD PERSON,C2,verb,-
-,000000,inheritance,-,C2,noun,-
-,000000,inherit,QUALITY,C2,verb,-
-,000000,inhibition,-,C2,noun,-
-,000000,inhuman,-,C2,adjective,people: personality
-,000000,initiate,-,C2,verb,people: actions
-,000000,injection,DRUG,C2,noun,body and health
-,000000,injection,MONEY,C2,noun,-
-,000000,add insult to injury,-,C2,phrase,-
-,000000,innate,-,C2,adjective,people: personality
-,000000,innocence,NOT EXPERIENCED,C2,noun,people: personality
-,000000,innocent,NOT INTENDED TO HARM,C2,adjective,-
-,000000,innumerable,-,C2,adjective,-
-,000000,inquiry,PROCESS,C2,noun,communication
-,000000,inquiry,ASKING QUESTIONS,C2,noun,-
-,000000,insane,ILL,C2,adjective,body and health
-,000000,insecure,NOT SAFE,C2,adjective,-
-,000000,insecurity,-,C2,noun,-
-,000000,inseparable,THINGS,C2,adjective,-
-,000000,inseparable,FRIENDS,C2,adjective,relationships
-,000000,inside,TIME,C2,preposition,-
-,000000,"inside information/knowledge, etc.",-,C2,phrase,-
-,000000,insofar as,-,C2,conjunction,-
-,000000,insomnia,-,C2,noun,body and health
-,000000,inspection,EXAMINATION,C2,noun,-
-,000000,be an inspiration to sb,-,C2,phrase,-
-,000000,inspiration,GOOD IDEA,C2,noun,-
-,000000,instinct,-,C2,noun,-
-,000000,institution,TRADITION,C2,noun,-
-,000000,instruct,TEACH,C2,verb,education
-,000000,instruction,TEACHING/TRAINING,C2,noun,-
-,000000,instruction,TELL,C2,noun,-
-,000000,instrument,FOR ACHIEVING SOMETHING,C2,noun,-
-,000000,add insult to injury,-,C2,phrase,-
-,000000,intact,-,C2,adjective,-
-,000000,intellect,-,C2,noun,-
-,000000,integrity,-,C2,noun,people: personality
-,000000,intellectual,INTERESTED IN IDEAS,C2,adjective,people: personality
-,000000,intellectual,-,C2,noun,people: personality
-,000000,intellectually,-,C2,adverb,people: personality
-,000000,intensely,VERY,C2,adverb,-
-,000000,intense,SERIOUS,C2,adjective,people: personality
-,000000,intensely,SERIOUSLY,C2,adverb,people: personality
-,000000,intensify,-,C2,verb,-
-,000000,intensity,-,C2,noun,-
-,000000,intent,PLAN,C2,noun,-
-,000000,to all intents and purposes,-,C2,phrase,-
-,000000,be intent on sth/doing sth,-,C2,phrase,-
-,000000,in the interest(s) of sth,-,C2,phrase,-
-,000000,a conflict of interest,-,C2,phrase,-
-,000000,interest,ADVANTAGE,C2,noun,-
-,000000,interference,ELECTRONIC SIGNAL,C2,noun,-
-,000000,interim,-,C2,adjective,-
-,000000,interpretation,EXPLANATION,C2,noun,-
-,000000,interpretation,STORY/MUSIC,C2,noun,-
-,000000,intervene,-,C2,verb,people: actions
-,000000,interval,TIME,C2,noun,-
-,000000,intervention,-,C2,noun,-
-,000000,intimate,PRIVATE,C2,adjective,-
-,000000,intimate,RELATIONSHIP,C2,adjective,relationships
-,000000,intimate,SMALL,C2,adjective,-
-,000000,an intimate knowledge/understanding of sth,-,C2,phrase,-
-,000000,into the bargain,-,C2,phrase,-
-,000000,intolerance,-,C2,noun,people: personality
-,000000,intolerable,-,C2,adjective,describing things
-,000000,intolerant,-,C2,adjective,people: personality
-,000000,intriguing,-,C2,adjective,describing things
-,000000,intrinsic,-,C2,adjective,-
-,000000,introduce,TO AN AUDIENCE,C2,verb,communication
-,000000,introvert,-,C2,noun,people: personality
-,000000,intrude,-,C2,verb,-
-,000000,intruder,CRIME,C2,noun,crime
-,000000,intruder,NOT WANTED,C2,noun,-
-,000000,intrusion,-,C2,noun,-
-,000000,intuition,-,C2,noun,-
-,000000,invade sb's privacy,-,C2,phrase,-
-,000000,invade,BECOME INVOLVED,C2,verb,-
-,000000,invariably,-,C2,adverb,-
-,000000,an invasion of privacy,-,C2,phrase,-
-,000000,invasion,LARGE NUMBERS,C2,noun,-
-,000000,invitation,CAUSE RESULT,C2,noun,-
-,000000,invite,REACTION,C2,verb,-
-,000000,ironic,-,C2,adjective,-
-,000000,ironically,-,C2,adverb,-
-,000000,irony,SITUATION,C2,noun,-
-,000000,irony,HUMOUR,C2,noun,-
-,000000,irrational,-,C2,adjective,people: personality
-,000000,irresistible,ATTRACTIVE,C2,adjective,-
-,000000,irresistible,STRONG,C2,adjective,-
-,000000,irrespective of sth,-,C2,phrase,-
-,000000,irreversible,-,C2,adjective,-
-,000000,irritable,-,C2,adjective,people: personality
-,000000,irritation,-,C2,noun,people: personality
-,000000,"an isolated case/event/example, etc.",-,C2,phrase,-
-,000000,in isolation,-,C2,phrase,-
-,000000,isolation,LONELY,C2,noun,-
-,000000,at issue,-,C2,phrase,-
-,000000,issue,-,C2,verb,communication
-,000000,it,EMPHASIZE,C2,pronoun,-
-,000000,be itching to do sth,-,C2,phrase,-
-,000000,jam,FILL,C2,verb,travel
-,000000,out of a job,-,C2,phrase,work
-,000000,it's a good job,-,C2,phrase,communication
-,000000,"make a bad/good, etc. job of sth",IDIOM,C2,phrase,-
-,000000,do the job,IDIOM,C2,phrase,-
-,000000,hold down a job,-,C2,phrasal verb,work
-,000000,join forces,-,C2,phrase,-
-,000000,joint,BODY PART,C2,noun,body and health
-,000000,journal,BOOK,C2,noun,-
-,000000,"a bad/good, etc. judge of sth",-,C2,phrase,people: personality
-,000000,judge,BAD OPINION,C2,verb,-
-,000000,judgment,ABILITY,C2,noun,-
-,000000,juggle,-,C2,verb,-
-,000000,juicy,EXCITING,C2,adjective,-
-,000000,jump to conclusions,-,C2,phrase,communication
-,000000,jump at sth,-,C2,phrasal verb,-
-,000000,"10/20, etc. years sb's junior",-,C2,phrase,-
-,000000,the jury is (still) out,IDIOM,C2,phrase,-
-,000000,do sb/sth justice; do justice to sb/sth,-,C2,phrase,-
-,000000,justifiable,-,C2,adjective,-
-,000000,justification,-,C2,noun,-
-,000000,keep your eyes open (for sb/sth),IDIOM,C2,phrase,-
-,000000,keep body and soul together,IDIOM,C2,phrase,-
-,000000,keep your eyes peeled (for sb/sth),IDIOM,C2,phrase,-
-,000000,keep a straight face,IDIOM,C2,phrase,-
-,000000,keep your fingers crossed/ cross your fingers,IDIOM,C2,phrase,-
-,000000,keep a cool head,IDIOM,C2,phrase,-
-,000000,keep your head above water,IDIOM,C2,phrase,-
-,000000,keep (sth) quiet,-,C2,phrase,-
-,000000,keep your temper,-,C2,phrase,people: personality
-,000000,keep sb on their toes,IDIOM,C2,phrase,-
-,000000,keep at sth ,-,C2,phrasal verb,people: actions
-,000000,keep sth back,-,C2,phrasal verb,-
-,000000,keep sth from sb,-,C2,phrasal verb,-
-,000000,keep sth to yourself,-,C2,phrasal verb,communication
-,000000,keep up (with sth),-,C2,phrasal verb,-
-,000000,keep (sth) up,-,C2,phrasal verb,-
-,000000,kick yourself,-,C2,phrase,-
-,000000,kick (sth) off,-,C2,phrasal verb,-
-,000000,kick,FEELING,C2,noun,-
-,000000,kidney,-,C2,noun,body and health
-,000000,kill,END,C2,verb,-
-,000000,one of a kind,-,C2,phrase,-
-,000000,not take kindly to sth,-,C2,phrase,-
-,000000,the animal/plant kingdom,-,C2,phrase,natural world
-,000000,knot,FASTENING,C2,noun,-
-,000000,tie the knot,IDIOM,C2,phrase,-
-,000000,know,GUESS CORRECTLY,C2,verb,-
-,000000,know better,-,C2,phrase,-
-,000000,know best,-,C2,phrase,-
-,000000,the next thing I knew,-,C2,phrase,communication
-,000000,know your stuff,IDIOM,C2,phrase,-
-,000000,knowingly,INTENTIONALLY,C2,adverb,-
-,000000,knowingly,SHOWING KNOWLEDGE,C2,adverb,-
-,000000,knuckle,-,C2,noun,body and health
-,000000,label,WORD,C2,noun,communication
-,000000,label,DESCRIBE,C2,verb,-
-,000000,a labour of love,IDIOM,C2,phrase,-
-,000000,labour,BIRTH,C2,noun,body and health
-,000000,be lacking,-,C2,phrase,-
-,000000,lad,-,C2,noun,people: appearance
-,000000,laid-back,-,C2,adjective,people: personality
-,000000,land,COUNTRY,C2,noun,-
-,000000,land,ACHIEVE,C2,verb,-
-,000000,landmark,EVENT,C2,noun,-
-,000000,a stroll/trip/walk down memory lane,IDIOM,C2,phrase,-
-,000000,the fast lane,IDIOM,C2,phrase,-
-,000000,loom large,-,C2,phrase,-
-,000000,sb/sth at large,-,C2,phrase,-
-,000000,a last resort,-,C2,phrase,-
-,000000,the last of sth,-,C2,phrase,-
-,000000,the last sb heard/saw of sb,-,C2,phrase,-
-,000000,late,DEAD,C2,adjective,-
-,000000,at the latest,-,C2,phrase,-
-,000000,later,TOWARDS THE END,C2,adjective,-
-,000000,later,RECENT,C2,adjective,-
-,000000,be no laughing matter,-,C2,phrase,-
-,000000,lavish,-,C2,adjective,-
-,000000,law,ALWAYS TRUE,C2,noun,-
-,000000,take the law into your own hands,-,C2,phrase,-
-,000000,law and order,-,C2,phrase,-
-,000000,lead,BE THE BEST,C2,verb,-
-,000000,lead sb to do sth,-,C2,phrase,-
-,000000,be led by sth,-,C2,phrase,-
-,000000,lead up to sth ,-,C2,phrasal verb,-
-,000000,lead sb to a conclusion,-,C2,phrase,-
-,000000,lead,FILM/PLAY,C2,noun,arts and media
-,000000,turn over a new leaf,IDIOM,C2,phrase,-
-,000000,leak,SECRETS,C2,verb,-
-,000000,leak,SECRET,C2,noun,-
-,000000,lean on sb,-,C2,phrasal verb,-
-,000000,leap at sth,-,C2,phrasal verb,-
-,000000,"leap into/out of/up, etc.",-,C2,phrase,-
-,000000,leap,CHANGE,C2,noun,-
-,000000,by/in leaps and bounds,IDIOM,C2,phrase,-
-,000000,not least,-,C2,phrase,-
-,000000,not in the least,-,C2,phrase,-
-,000000,leave,PRODUCE SITUATION,C2,verb,-
-,000000,leave,DO LATER,C2,verb,-
-,000000,leave,AFTER DEATH,C2,verb,-
-,000000,leave someone to their own devices,IDIOM,C2,phrase,-
-,000000,leave no stone unturned,-,C2,phrase,-
-,000000,leave,-,C2,noun,work
-,000000,lecture,-,C2,verb,"communication, education"
-,000000,legacy,MONEY/PROPERTY,C2,noun,money
-,000000,legacy,SITUATION,C2,noun,-
-,000000,legislation,-,C2,noun,crime
-,000000,legitimate,REASONABLE,C2,adjective,-
-,000000,legitimate,LEGAL,C2,adjective,crime
-,000000,lend itself to sth ,-,C2,phrase,-
-,000000,the length and breadth of sth,-,C2,phrase,-
-,000000,at length,-,C2,phrase,-
-,000000,(keep sb) at arm's length,IDIOM,C2,phrase,-
-,000000,lenient,-,C2,adjective,crime
-,000000,teach sb a lesson,-,C2,phrase,-
-,000000,let go (of sb/sth),-,C2,phrase,people: actions
-,000000,let go (of sth),-,C2,phrase,people: actions
-,000000,let's face it,-,C2,phrase,-
-,000000,let your guard down,IDIOM,C2,phrase,-
-,000000,let your hair down,IDIOM,C2,phrase,-
-,000000,let off steam,IDIOM,C2,phrase,-
-,000000,lethal,-,C2,adjective,-
-,000000,be liable to do sth,-,C2,phrase,-
-,000000,be at liberty to do sth,-,C2,phrase,-
-,000000,lie,RESPONSIBILITY/BLAME,C2,verb,-
-,000000,life,ACTIVE PERIOD,C2,noun,-
-,000000,a matter of life and/or death,-,C2,phrase,-
-,000000,lifelong,-,C2,adjective,-
-,000000,lifespan,-,C2,noun,-
-,000000,come to light,-,C2,phrase,-
-,000000,shed light on,-,C2,phrase,-
-,000000,bring sth to light,-,C2,phrase,-
-,000000,make light of sth,-,C2,phrase,-
-,000000,not do sth lightly,-,C2,phrase,-
-,000000,like hell,-,C2,phrase,-
-,000000,something like,-,C2,phrase,-
-,000000,likelihood,-,C2,noun,-
-,000000,in all likelihood,-,C2,phrase,-
-,000000,likewise,-,C2,adverb,-
-,000000,within limits,-,C2,phrase,-
